Product,Original French name,eenheid,pagina RG,Import 1788,Export 1788,Transit 1788,Brussel Invoer,Brussel Uitvoer,Brussel Transit,Tienen Invoer,Tienen Uitvoer,Tienen Transit,Turnhout Invoer,Turnhout Uitvoer,Turnhout Transit,Antwerpen Invoer,Antwerpen Uitvoer,Antwerpen Transit,St.-Phillipe Invoer,St.-Phillipe Uitvoer,St.-Phillipe Transit,Sint-Niklaas Import,Sint-Niklaas Export,Sint-Niklaas Transit,Gent Invoer,Gent Uitvoer,Gent Transit,Brugge Invoer,Brugge Uitvoer,Brugge Transit,Oostende Invoer,Oostende Uitvoer,Oostende Transit,Nieuwpoort Invoer,Nieuwpoort Uitvoer,Nieuwpoort Transit,Ieper Invoer,Ieper Uitvoer,Ieper Transit,Kortrijk Invoer,Kortrijk Uitvoer,Kortrijk Transit,Doornik Invoer,Doornik Uitvoer,Doornik Transit,Bergen Invoer,Bergen Uitvoer,Bergen Transit,Chimay Invoer,Chimay Uitvoer,Chimay Transit,Charleroi Invoer,Charleroi Uitvoer,Charleroi Transit,Namen Invoer,Namen Uitvoer,Namen Transit,Marche Invoer,Marche Uitvoer,Marche Transit,Luxemburg Invoer,Luxemeburg Uitvoer,Luxemburg Transit,St.Vith Invoer,St. Vith Uitvoer,St.Vith Transit,Herve Invoer,Herve Uitvoer,Herve Transit
zeep (ballen of stukken) en pommade,pommades et savonnettes,gulden,87,2685,38,1083,1261,2,575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,35,0,3,0,0,162,0,0,661,0,0,176,0,0,309,0,496,0,0,12,5,0,0,56,0,0,1,0,0,13,0,0,0,0,0,27,0,0
koper (met tin of lood : ruw),potin crû,pond,87,413153,42224,253020,0,72570,9615,0,0,0,0,0,0,0,3259,0,3020,0,0,0,0,0,1800,0,0,26932,0,0,187461,0,0,102000,0,0,65,0,0,1250,0,0,4700,12133,0,0,0,0,0,0,0,0,11025,0,20,300,0,11,0,0,2937,7500,1950,82179,0,241455,778,750,0
koper (met tin of lood : gezuiverd),potin raffiné,pond,87,29661,0,1278,0,0,1278,0,0,0,0,0,0,28200,0,0,571,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ijzerwaren (ijzer en staal),quinquailleries de fer et d'acier,pond,87,339305,22327,"690902,25","19707,5","2,5","81356,5",220833,350,9021,"12149,5",0,0,0,120,0,70,0,0,12,0,0,106,2369,0,"11172,5","236,5",0,8436,80,362,506,3,0,3579,5256,0,"2826,5",0,125,9660,7062,55,"1863,5",164,8,"6,5",45,2405,54,0,15,7423,"105,5","390,25",1757,121,"144,5",18165,291,22344,19075,149,574559,1903,"5972,5",117
ijzerwaren (wapens en oud ijzerwerk),quinquailleries y compris les armes et ferailles,pond,87,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ijzerwaren (ijzer en staal),quinquaillerie de cuivre fer et acier,gulden,88,24549,1041,724,0,0,0,98,0,0,80,0,0,153,0,0,0,0,0,11,0,0,0,0,0,0,0,0,14952,625,0,99,0,0,0,0,0,2448,0,0,3634,0,0,0,0,0,0,0,25,0,0,0,334,136,0,1115,0,0,1277,230,0,348,50,699,0,0,0
ijzerwaren (koper),quinquailleries de cuivre,pond,88,22178,"42,5",,0,0,0,18482,"0,5",0,2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,124,0,0,1369,36,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
netten (visvangst en jacht),rets por la chasse et la pêche,pond,88,15036,4380,,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,10,4220,0,50,0,0,14848,100,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,30,0,0,0,0,0,0,0,0,12,0,0
afval van walvissen,rognures de baleines,pond,88,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snippers van kaarten en papier,rognures de cartes et de papier,pond,88,16,15600,,0,15500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afval van leder en huiden,rognures de cuirs et de peaux,pond,88,9137,4706,7612,0,3250,0,213,660,0,33,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,2,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4212,150,36,0,8351,165,0,0,0,0,300,0,3400,0,0,0,86,85,0
afval van leder en huiden,rognures de cuirs et de peaux,gulden,88,,141,,0,79,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afval van hoorn en perkament,rognures de cornes et de parchemins,pond,88,850,,4323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4323,0,0,0,0,0,0
riet (spaans),roseaux d'Espagne,bos,89,"3932,5",499,10,0,40,10,1,0,0,1,226,0,591,96,0,1338,0,0,0,0,0,1691,70,0,25,0,0,268,0,0,0,0,0,0,0,0,0,67,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,5",0,0
zand,sable,gulden,89,36,1628,2,0,486,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,250,0,0,105,0,0,552,0,0,119,0,0,69,0,0,1,0,0,1,0,2,8,2,2,1,0,23,8,0,0,0,0,0,7,0
zeep (wit en gemarmerd),savon blanc et marbré,pond,89,"358229,25","7765,5","75202,5",31542,1349,72384,0,10,0,0,6,0,37955,515,225,666,0,0,210,4,0,34342,0,0,86013,25,0,116833,425,0,1464,0,0,2,0,0,977,0,0,32,0,0,28,0,0,148,0,335,0,727,300,0,67,0,8318,0,190,28285,"92,5","420,5","751,25",5,1123,10663,4540,225
zeep (zwart),savon noir,ton,89,"307,29","1237,28","405,83",0,"53,5",0,0,"113,25","0,25",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,410,0,0,"0,13",0,"0,5","281,88","2,25","0,5",0,0,"0,5","8,5",0,"0,42",40,0,3,"13,13",331,0,205,2,"0,5","68,5","0,33","170,5","1,5",23,"33,88","0,38","4,5","97,5","0,75","0,88",0,"0,75","41,63"
zout (grijs of grof),sel gris,viertel,89,"68925,63",247,,"23311,25","243,5",0,0,0,0,0,0,0,"3648,38",0,0,0,0,0,0,0,0,15425,0,0,4503,"3,5",0,18178,0,0,"3859,75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,25",0,0
zout (wit),sel blanc,viertel,89,"17113,88","3466,75",18356,"223,5",0,"14122,75",0,"26,25",0,3,0,0,0,0,0,271,0,0,214,"1,13",0,0,0,0,0,0,0,"459,75",0,0,1881,0,0,3,0,0,"2,13",0,0,6,0,0,0,192,0,0,214,"1309,5",0,"1615,33",0,0,"675,33",0,1320,"524,75","1104,5","9338,5",0,"348,5","847,5",0,"854,25","2544,5","217,63",616
"zaden (anijs, karwei, koriander e.a.)","semences d'anis, carui, coriandre etc.",pond,89,52457,4868,2130,5088,2821,1736,12,78,0,0,0,0,0,1916,0,21346,0,0,600,0,0,19095,0,0,2331,3,0,2215,0,0,58,0,0,411,0,0,68,0,0,70,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"551,5",0,0,17,0,375,"559,5",50,19
zaden (tuin-),semences de jardin,pond,90,20893,6187,"4897,5","639,5",1260,"1670,5","141,5",0,0,18,122,0,51,2076,0,1481,0,0,110,22,0,115,1075,0,75,74,0,294,8,0,88,66,0,98,457,0,1131,150,0,880,12,0,4528,230,0,323,0,2635,2472,64,15,369,0,"92,5","2977,5",82,0,"2144,5",51,91,"2098,5",408,"293,5","858,5",30,100
zaden (kanarie-),semences de canaris,pond,90,632,1499,16,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,200,0,0,0,0,0,0,260,0,0,776,0,125,0,0,60,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,16
zaden (klaver-),semence de treffles,pond,90,192348,414266,40313,2925,27608,33156,63833,2244,0,7929,170,0,690,85898,790,69322,0,0,558,3811,0,116,86776,0,1036,28495,0,194,115000,0,0,0,0,3598,2713,0,2010,32140,0,24350,1805,0,8084,10754,0,0,0,4430,45,1624,1174,876,611,449,145,200,150,1012,0,0,604,1262,125,5018,13155,39
zaden (mosterd-),semence de moutarde,pond,90,"53435,5",11175,"7272,5",0,0,5082,"3038,5",560,0,1650,0,0,8,0,0,35445,0,0,50,12,0,0,0,0,2214,5,0,0,0,0,34,9900,0,9942,0,1880,405,75,0,0,0,0,0,380,0,0,0,200,0,0,0,159,0,"65,5","23,5",0,0,99,10,45,172,205,0,"195,5",28,0
zaden (komijn),semence de cumin,pond,90,3220,,,0,0,0,0,0,0,0,0,0,0,0,0,2266,0,0,0,0,0,92,0,0,636,0,0,0,0,0,0,0,0,110,0,0,0,0,0,100,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zaden (de oliette et de fenegré),semence de oliette et de fenegré,pond,90,6590,,,0,0,0,0,0,0,0,0,0,0,0,0,5774,0,0,0,0,0,148,0,0,0,0,0,0,0,0,325,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
zaden (denne-),semences de sapin,pond,90,842,388,4,0,80,4,55,293,0,710,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
zaden (gemengd),semences mellées de toute espèce,gulden,90,146,448,20,0,0,0,1,0,0,9,29,0,0,0,0,43,0,0,0,21,0,0,370,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,23,10,81,0,0,0,0,0,0,0,10
zaden (raap-),semence de navettes,last,91,"6,67",11,"1,25",0,0,0,"2,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,33",0,0,0,0,"0,25","1,17",0,0,0,0,0,"2,67",11,1
zaden (koolzaat),semence de colsaet,last,91,"145,79","46,13","1,25",0,0,0,"30,5","0,5",0,"0,5",0,0,"0,13",0,0,68,0,0,17,"42,33",0,1,0,0,"0,67",0,0,0,0,0,0,0,0,"6,5","0,63",1,"5,75",0,0,0,0,0,2,0,0,"0,33",0,0,"9,67",0,0,"3,75",0,"0,25",0,0,0,0,0,0,0,"0,17",0,0,"2,5",0
zaden (hennep),semence de chanvre,last,91,"29,63",,"6,39",0,0,0,"8,75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,"0,25","8,5",0,0,"3,75",0,0,8,0,6,0,0,"0,14","0,13",0,0
zaden (lijnzaad voor olie),semence de lin à battre huile,last,91,"691,92","17,92","33,5",0,0,0,0,0,0,0,0,0,0,0,0,"156,67",0,0,"58,75",0,0,"13,5","12,67",0,"41,25",1,0,"364,67",0,0,"0,5",0,0,"4,75","2,25",33,31,1,0,"10,67","0,8",0,"3,25",0,0,"5,75",0,0,"0,5",0,0,0,0,0,0,0,0,"0,33",0,0,"0,33","0,2","0,5",0,0,0
zaden (lijnzaad voor het inzaaien),semence de lin à semer,ton,91,"2468,57","43,13",96,0,0,0,0,0,0,0,3,0,"0,5","1,88",0,"7,5",0,0,0,0,0,"1501,6",0,92,119,20,0,825,0,0,0,0,0,14,"17,25",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"0,33",0,0,0,0,0,"0,13",0,0,"0,5",1,0
siroop,sirop,kwarteel,91,"746,68","98,71","507,5","23,5","2,5",426,"1,5","0,5",0,4,"1,25",0,"67,25","5,83","18,17","1,25",0,0,10,"0,33",0,"100,13",0,0,"49,6","5,5",0,"20,33",0,0,"3,5",0,0,10,0,0,"296,5",0,0,51,0,0,"0,67",0,0,0,0,0,0,"66,33",0,0,"1,13",0,"0,13",0,0,1,0,0,0,0,0,"6,83","15,33","63,33"
siroop en vruchtensap,sirop ou jus de cerises et de grenades,gulden,91,33,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,3,0,0,0,0,0,0,0,0,0
blaasbalgen voor smeden,soufflets de maréchal,aantal,91,26,8,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,0,0,4,2,0,2,1,1,4,1,0,0,0,0,0,1,0
blaasbalgen voor smeden,soufflets de maréchal,gulden,91,655,194,45,0,0,0,191,30,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,9,0,0,63,0,0,0,0,0,0,0,0,37,58,0,100,30,0,13,8,45,224,20,0,0,0,0,0,18,0
schoenen (nieuwe),souliers neufs,paar,92,854,9829,5066,80,1128,142,43,33,0,128,144,0,83,0,6,0,0,0,60,1596,0,0,516,0,0,2201,0,130,125,180,4,12,0,1,72,0,28,0,9,22,0,0,19,10,104,0,0,461,0,234,2684,6,215,0,39,2765,3,175,651,246,13,17,1228,21,110,6
laarzen en halve laarzen,"souliers, pantouffles et galoches",paar,92,18,67,6,0,9,5,8,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0,18,0,2,12,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,3,0,1,1,0,0
schoenen (oude),souliers vieux,gulden,92,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zijde (ruwe),soye crue,pond,92,"64271,75","3579,5",65310,"27086,75",2091,65310,1597,"2,5",0,9564,0,0,12037,1301,0,7724,0,0,0,0,0,0,0,0,1084,0,0,"4609,25",0,0,0,0,0,0,0,0,"9,75",0,0,"550,75",185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"6,25",0,0
zijde (geverfde en naai-),soye teinte et à coudre,pond,92,"527,44","2883,75","332,88","36,25",107,117,"68,25","127,25",0,"48,75","8,5",0,0,2478,0,0,0,0,0,0,0,3,0,0,"2,25",10,0,0,0,"0,25",0,3,0,"1,13",2,0,0,0,0,"107,5",144,155,"13,94","0,94","1,5",0,0,"0,13",0,2,0,"2,88",0,0,0,0,0,213,0,0,"28,5",1,59,2,"0,06",0
zijdeafval,bourre et refus de soye,pond,92,280,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suiker (brood-),sucre en pains,pond,92,"439376,75","458951,5","3123428,75",84807,94362,3004378,0,313,0,26,0,0,20203,3910,0,8077,0,0,38,100,0,"1229,5",564,0,15665,0,0,57649,135,0,529,0,0,0,166884,0,0,12,0,0,74342,0,0,"12752,5",0,0,5185,2711,30,30023,5051,96,67669,8,99798,0,30300,"83644,25",2327,"68357,5","5935,25",3,"12254,25","61659,75",370,369
suiker (kandij-),sucre candis,pond,92,"374820,75",334103,1029452,5255,25817,933196,9,20,0,223,44,0,86,2797,0,1694,0,0,2928,0,0,29,1215,0,7,442,0,160,1599,0,223,3,0,0,81367,0,0,163,0,25,126284,0,0,4423,0,0,21135,5724,0,61852,5178,100,3961,2,"82007,5",779,"11552,5","64419,5",1346,"68601,5","20852,5",41,2603,"196802,25",1085,2595
suiker (witte poeder-),sucre en poudre blanc,pond,93,624981,602,23693,1164,0,23693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623817,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suiker (bruine poeder-),sucre en poudre brun,pond,93,"14202477,25",20896,37970,2007685,6001,35606,0,36,0,"1069,5",18,0,1024155,304,0,83486,0,0,2846,0,0,"8031910,5",13,0,1918606,0,0,496305,88,0,36011,0,0,312822,0,0,4388,0,0,235735,10,0,0,926,0,0,280,235,0,11774,1996,3,1406,0,"54,5",0,0,"18333,5",0,0,"240,5",0,0,"28826,75",40,133
suiker (snoepjes),sucre en dragées,pond,93,6762,444,1872,251,50,0,1,0,0,0,0,0,3642,12,0,42,0,0,0,0,0,0,0,0,0,12,0,0,90,0,33,0,0,8,0,0,45,0,0,"11,5",0,0,"154,5",276,0,7,0,0,0,2,2,8,0,0,"372,5",2,0,2023,0,1870,"128,5",0,0,35,0,0
sukade en konfituren,succades et confitures,pond,93,"10797,75",2018,"2928,5",1225,"530,5",318,"793,5",92,0,389,0,0,39,0,47,686,0,0,10,0,0,33,107,0,"165,25",111,0,"2791,5","174,5",0,"330,5",0,0,195,153,0,316,175,0,"114,5",204,0,204,"47,5",0,6,"2,5",230,0,5,0,202,105,"11,5","333,5",2,120,0,0,2168,110,3,34,2854,306,0
sukade en konfituren,succades et confitures,gulden,93,1489,29,185,0,0,0,270,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,193,0,2,637,6,46,165,2,97,30,8,4,158,0,0
talk in bulk (dierlijk vet),suif en masse,pond,93,"45380,5",5013,14296,0,0,3640,53,0,0,0,0,0,3200,1160,0,2143,0,0,24,0,0,14517,0,0,3800,0,0,2140,0,849,1837,0,0,0,0,0,40,0,0,2260,0,0,11809,0,0,100,0,7100,2293,0,100,8,0,0,"13,5",50,28,485,3397,2272,9,0,211,648,406,96
schoorsteenzwart,suye de cheminées,gulden,93,100,152,20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,16,0,0,80,0,0,0,0,0,0,0,0,51,0,0,0,10,0,0,0,0,0,0,0,0,10
tabaksbladeren,tabac en feuilles,pond,94,5108749,197402,223009,465492,4260,176504,1771,0,0,0,0,0,1189294,746,5026,204928,0,0,93004,0,0,1230582,278,0,422653,122,0,704806,193,0,161547,46800,0,12807,21750,19500,0,119665,0,127468,2467,0,0,600,0,0,0,0,0,20,0,0,0,0,4327,0,0,426232,501,0,30041,0,21979,23797,0,0
tabak (gestripte),tabac en cottes,pond,94,3900,286078,,0,9550,0,0,40,0,0,0,0,0,84110,0,0,0,0,0,81600,0,0,103825,0,0,0,0,0,0,0,3900,5200,0,0,100,0,0,1150,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabak (karotten en rollen),tabac en carottes et rolles,pond,94,"159445,5","415254,5","41183,5","1117,5","30615,5",4340,0,563,0,4,0,0,530,12306,0,156,0,0,380,0,0,24,1880,0,0,77,0,363,0,793,0,1,0,0,33546,0,25,4290,0,2,133207,0,0,9149,0,0,11821,1203,0,"158343,5",0,0,13377,0,"5108,5","2922,5",1703,"49325,5",1228,"20644,5",37906,1928,12193,64504,0,307
tabak (spaanse),tabac d'Espagne,pond,94,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabak (snuif-),tabac en poudre,pond,94,"3038,75","34430,25",9388,0,0,10,"107,75","17,25",0,16,324,0,"254,5",0,30,282,0,0,275,2890,0,0,1310,0,"4,5",3074,0,4,0,0,"20,5",592,0,0,5,0,10,2000,0,20,1617,0,"22,5",15,0,0,2709,272,0,18884,44,24,820,"0,5","52,25",6,"9,5","292,75",137,6046,"691,5",16,"2710,5","961,5",14,"265,5"
tabak (gesneden en rook-),tabac haché et à fumer,pond,94,143205,4930,"10803,5",51,1,1033,"11,25",56,0,124,143,0,"775,5",0,0,"3292,5",0,0,4763,0,0,"34,5",0,0,63,257,0,"10,25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,22,3,1561,4,"3966,25","906,5",59,"1584,5",77,0,"15404,25","13,5","1157,5",113121,1905,8517
zeven (gemaakt en nog te maken),tamis faits et à faire,dozijn,94,"643,17","405,75",,0,0,0,"20,58","6,75",0,0,0,0,0,268,0,0,0,0,0,"32,5",0,"2,5",43,0,3,"19,5",0,"0,17",0,0,9,12,0,"175,5",6,0,3,0,0,7,18,0,"98,67",0,0,"40,5",0,0,"122,5",0,0,"36,5",0,0,"31,25",0,0,13,0,0,0,0,0,80,0,0
tapijtwerk,tapisseries,gulden,94,,180,,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tafelkleden (/stuk),tapis de table,aantal,95,367,34,9,37,0,0,0,0,0,0,0,0,224,0,0,11,0,0,0,0,0,25,30,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,6,0,9,0,0,0
tafelkleden (/stuk),tapis de table,gulden,95,2101,337,1438,228,0,224,582,6,0,1,0,0,325,0,0,243,0,0,0,0,0,25,156,0,0,0,0,210,0,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,175,0,0,0,3,31,0,0,0,0,63,0,0,0
tafelkleden (/el),tapis de table,el,95,20,824,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tafelkleden (/el),tapis de table,gulden,95,202,2700,,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trijp,moucade,aantal,95,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kant (hongaarse),points d'hongrie,aantal,95,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kleurstoffen (gemengd),teintures mellées,pond,95,997050,"126020,85",49271,1159,2742,22179,"1770,75","59,75",0,6250,115,0,317,0,5915,3651,0,0,10,0,0,463110,227,17039,292249,963,0,7995,27,0,1240,0,0,"121395,5",31,0,560,0,0,1980,0,0,10,0,0,0,0,750,0,0,0,688,65,0,"444,5",100,0,244,1650,2018,669,0,0,"93307,25",120041,1370
kleurstoffen (gemengd),teintures mellées,gulden,95,5639,357,64,839,237,20,261,20,0,953,0,0,72,0,0,2200,0,0,0,0,0,6,72,0,0,1,0,0,0,0,2,0,0,0,6,0,0,0,0,190,0,0,7,3,0,0,0,0,0,0,0,15,0,0,695,0,44,325,0,0,20,0,0,54,18,0
kleurstoffen (indigo),indigo,pond,95,87104,"5426,5","71197,5",430,816,53850,5,0,0,225,0,0,4920,2832,203,8091,0,389,70,0,0,1033,6,0,15057,0,2,44145,0,"14760,5",0,0,0,249,0,0,2360,1089,0,3224,100,0,0,"245,5",0,0,0,0,0,38,0,18,27,0,"3110,5",25,1839,"563,5",3,150,170,0,4,3433,245,0
kleurstoffen (cochenille (scharlaken)),cochenille,pond,95,"1034,5",24,4919,3,13,3912,0,0,0,35,0,0,0,11,0,429,0,0,0,0,0,0,0,0,"15,5",0,0,0,0,897,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,110,0,0,0,1,0,0,471,0,0
kleurstoffen (strogele zaadjes (wauwe)),graine jaune dit wauwe,pond,96,18786,,840,1706,0,840,2200,0,0,0,0,0,0,0,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11100,0,0
kleurstoffen (meekrap (rood)),garance,pond,96,394817,100573,64418,23269,5550,61055,34638,0,0,0,500,0,3961,62725,0,307330,0,2520,2963,0,0,1110,26996,0,50,0,0,0,0,0,0,0,0,0,0,0,0,250,0,112,0,0,0,84,0,0,0,0,8,43,0,75,55,0,21,0,3,11,0,840,64,0,0,21205,4370,0
kleurstoffen (galnoot (inkt)),noix de galles,pond,96,24398,"4552,75",2688,1361,727,2668,0,0,0,0,0,0,336,3709,0,7779,0,0,250,0,0,32,0,0,137,0,0,9750,0,0,12,0,0,245,0,0,3246,0,0,579,0,0,0,"0,75",0,0,0,20,0,66,0,0,50,0,36,0,0,281,0,0,114,0,0,240,0,0
kleurstoffen (wilde saffraan),filoers ou saffran sauvage,pond,96,412,,,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kleurstoffen (rode en witte wijnsteen),pierres de vin,pond,96,24573,980,1231,0,0,0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,455,831,375,0,400,22040,525,0
