Product,Original French name,eenheid,pagina RG,Import 1788,Export 1788,Transit 1788,Brussel Invoer,Brussel Uitvoer,Brussel Transit,Tienen Invoer,Tienen Uitvoer,Tienen Transit,Turnhout Invoer,Turnhout Uitvoer,Turnhout Transit,Antwerpen Invoer,Antwerpen Uitvoer,Antwerpen Transit,St.-Phillipe Invoer,St.-Phillipe Uitvoer,St.-Phillipe Transit,Sint-Niklaas Import,Sint-Niklaas Export,Sint-Niklaas Transit,Gent Invoer,Gent Uitvoer,Gent Transit,Brugge Invoer,Brugge Uitvoer,Brugge Transit,Oostende Invoer,Oostende Uitvoer,Oostende Transit,Nieuwpoort Invoer,Nieuwpoort Uitvoer,Nieuwpoort Transit,Ieper Invoer,Ieper Uitvoer,Ieper Transit,Kortrijk Invoer,Kortrijk Uitvoer,Kortrijk Transit,Doornik Invoer,Doornik Uitvoer,Doornik Transit,Bergen Invoer,Bergen Uitvoer,Bergen Transit,Chimay Invoer,Chimay Uitvoer,Chimay Transit,Charleroi Invoer,Charleroi Uitvoer,Charleroi Transit,Namen Invoer,Namen Uitvoer,Namen Transit,Marche Invoer,Marche Uitvoer,Marche Transit,Luxemburg Invoer,Luxemeburg Uitvoer,Luxemburg Transit,St.Vith Invoer,St. Vith Uitvoer,St.Vith Transit,Herve Invoer,Herve Uitvoer,Herve Transit
kleurstoffen (weed en smak),sumac ou pastel,pond,96,54970,"29727,75",10805,518,959,10623,14,0,0,12,0,0,22532,26825,0,8184,0,0,0,0,0,2280,1937,0,320,0,0,17700,0,0,0,0,0,0,0,0,450,0,0,0,0,0,34,"2,75",0,0,0,0,0,2,0,0,2,0,0,0,182,0,0,0,0,0,0,2926,0,0
kleurstoffen (koperrood),coperose,pond,96,168768,"73061,5",117964,12224,10359,100345,1398,0,0,3874,36,0,12700,5043,0,45903,0,0,0,0,0,17272,3186,0,480,66,0,41745,0,0,712,0,0,1420,0,0,0,360,0,2375,0,0,0,"208,5",0,0,0,596,10,288,0,0,25,0,2192,0,0,505,0,13773,25692,53490,575,266,0,2675
kleurstoffen (verfhout),bois à teindre de toutes sortes,pond,96,520955,"40804,5",535958,13576,15229,386825,1006,110,0,0,60,0,3700,16387,0,120611,0,0,4450,0,0,18403,668,0,2798,50,0,216600,0,0,2970,23,0,6240,50,0,2570,1150,110340,36599,150,0,26,"612,5",0,0,0,60,76,407,0,10,328,25,6815,0,140,3319,242,38540,17508,3438,28,63678,1900,0
"kleurstoffen (orseillemos, bereid)",orseille préparée,pond,97,3906,3303,5530,0,0,5530,0,0,0,0,0,0,0,0,0,3880,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,26,2800,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kleurstoffen (orseillemos, niet bereid (lakmoes))",lackmoes,pond,97,"60200,75",2821,5566,0,200,4342,2,65,0,0,0,0,12332,2356,0,28392,0,0,2,0,0,12598,112,0,2643,0,0,588,0,0,0,0,0,763,0,1180,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,75",0,0,"156,5",6,0,0,65,0,"380,5",17,38,1589,0,6
kleurstoffen (azuur of gewoon blauw),azur ou bleu commun,pond,97,"570525,25",36275,"12193,5",108552,1341,265,"23967,5",15,0,25758,42,0,8716,10644,0,168245,0,0,27,541,0,89710,7083,461,24347,497,0,3027,87,1370,12489,15,0,35355,29,8961,0,10819,0,20,1620,0,0,585,0,81,0,500,28,1089,0,5677,81,"19,5","34,5",6,0,4,0,375,"381,75",0,200,"64105,5",1781,42
kleurstoffen (lak van firenze),Lac de Florence,pond,97,65,"2,25",,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,6,"0,25",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kleurstoffen (gewone lak (rood)),lac commun,pond,97,16,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kleurstoffen (vermiljoen),vermillon,pond,97,14929,"173,25",11310,166,155,3262,76,0,0,45,0,0,20,0,7492,"5601,5",0,556,0,0,0,865,18,0,"59,5","0,25",0,7091,0,0,9,0,0,0,0,0,0,0,0,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
kleurstoffen (orleaan en roukoe (geel of rood)),oleane ou roucou,pond,97,1700,,,0,0,0,0,0,0,0,0,0,1660,0,0,25,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kleurstoffen (oker, alle soorten)",ocre de toute espèce,pond,97,90611,13114,3879,610,10,3879,455,940,0,0,0,0,0,7456,0,79564,0,0,0,0,0,7845,1525,0,1669,8,0,203,0,0,0,0,0,200,0,0,0,1200,0,65,0,0,0,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
kleurstoffen (engels rood),rouge d'Angleterre,pond,98,1550,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kleurstoffen (spaans groen),verd d'Espagne,pond,98,"8168,5","1551,25",996,862,140,996,68,0,0,0,4,0,5052,1350,0,"170,5",0,0,0,0,0,0,"31,25",0,57,26,0,1840,0,0,8,0,0,28,0,0,30,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kleurstoffen (gewoon geel),jaune commun,pond,98,2999,20,60,2847,20,60,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kleurstoffen (auripigment),orpiment,(pond),98,2224,,,440,0,0,0,0,0,0,0,0,0,0,0,1747,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kleurstoffen (berlijns blauw),bleu de Berlin,pond,98,"6375,5","115,25",787,0,0,11,2491,0,0,3673,0,0,72,0,0,27,0,0,0,0,0,82,70,0,"0,5","45,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,776,16,0,0
kleurstoffen (stroblauw),bleu de paille,pond,98,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kleurstoffen (saffer (blauw)),saffre,pond,98,156,,,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kleurstoffen (rood krijt),craye rouge,pond,98,5409,400,281,3823,0,6,23,0,0,16,0,0,0,0,0,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,275,0,0,0,0,0,0
kleurstoffen (gittegom),gomme gutte,pond,99,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kleurstoffen (indiase saffraan, urcuma)",curcuma,pond,99,320,315,4992,0,315,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kleurstoffen (gewoon zwart),noir commun,pond,99,"106889,5",20570,6400,150,0,0,"9552,5",70,0,0,3,0,0,0,0,59136,0,0,0,0,0,18241,10132,0,25,100,0,640,0,0,150,0,0,100,0,0,0,4700,0,0,0,0,0,1800,0,300,0,0,0,35,0,1004,80,0,510,620,0,14695,200,5865,95,90,335,2291,2740,200
kleurstoffen (gewoon zwart),noir commun,tonnetje,99,624,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kleurstoffen (loodwit e.a.),blanc de plomb,pond,99,116031,80593,94197,0,112,71873,0,130,0,100,0,0,100,4544,0,57350,0,0,0,0,0,16926,74480,0,15529,0,630,178,0,0,3794,0,0,16556,0,0,925,0,0,0,0,0,0,260,0,0,0,710,0,163,80,157,824,24,155,0,0,1288,80,20768,476,0,112,2497,0,0
kleurstoffen (krijtwit),"blanc d'Espagne, craye blanche et moulue",pond,99,248721,24277,450,1265,120,0,160,0,0,0,37,0,0,0,0,133682,0,0,0,0,0,0,0,0,0,0,0,32,8800,0,240,0,0,0,0,0,28250,0,0,40500,0,0,0,450,0,0,0,400,0,0,0,22175,0,0,200,0,0,6422,0,0,95,7670,0,15700,7200,50
kleurstoffen (omber- en keulse aarde),terre d'ombre,pond,99,25992,2307,52,115,100,52,0,0,0,0,0,0,0,0,0,13419,0,0,0,0,0,9006,0,0,1750,0,0,0,0,0,0,0,0,0,50,0,0,1800,0,0,100,0,0,0,0,0,0,0,0,257,0,2,0,0,0,0,0,0,0,0,0,0,0,1700,0,0
kleurstoffen (soda),terre dite souda,pond,99,59316,,9700,7750,0,9700,0,0,0,600,0,0,2458,0,0,7118,0,0,0,0,0,22950,0,0,16100,0,0,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aarde (romeinse klei),terre de Rome,last,100,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aarde (pottebakkersklei),terre à pottier  ,last,100,"22,4","669,4","2,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,145,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,25,0,0,0,0,14,42,"1,25",6,0,0,0,64,"0,75",0,0,"0,4","0,4","2,4",0,0,0,0,0,0,0
aarde (klei à fouler),terre à fouler,last,100,"4,75","167,5","0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,75",0,0,0,0,0,0,0,0,0,"7,75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,"159,25","0,5"
aarde (derle),derle,last,100,"32,75",1040,4,0,636,0,0,0,0,0,0,0,0,10,0,0,0,0,0,45,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,25",0,5,"1,75",0,"18,25",0,4,"9,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
aarde (marle),marle,last,100,"188,6","123,5","0,4",0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,2,0,0,0,0,135,0,0,0,0,0,0,0,0,0,"39,5",0,0,0,"0,4",0,0,0,0,0,0,0,0,0,"53,6",0,0,0,0,0,0,0,0
aarde (klei voor pijpen),terre à faire pippes,last,100,"6,2","14,81",21,0,0,0,0,0,0,0,0,0,0,0,0,"3,25",0,0,0,0,0,0,0,0,"1,7","0,06",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,25","0,75","20,75",0,0,0,0,0,"0,25"
aarde (amaril),amaril,pond,100,6032,4700,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,0,0,200,3900,0,0,800,0
thee,thé,pond,100,"414435,75","958,5",88902,29927,239,86067,"64,5",17,0,1190,58,0,"133094,75",284,1689,52702,0,0,"3965,5",0,0,"49584,25","40,5",288,"73860,75","7,5",0,57888,0,4,"981,5","0,5",0,3386,10,0,411,0,0,1864,110,0,0,"104,5",0,0,0,448,45,22,0,51,26,11,"175,1",1,"17,5","453,5",0,51,"162,5",4,"300,5","4629,5","34,5",26
terpentijn,therebentinne,pond,101,21611,,577,0,0,577,0,0,0,0,0,0,1352,0,0,5732,0,0,0,0,0,1347,0,0,80,0,0,12186,0,0,0,0,0,410,0,0,392,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0
lijnwaad (witte overtrekken/tafellakens),toilettes de lin blanches,stuk,101,"27724,83",1264,"19663,5","2501,33",320,"1023,5",95,"7,5",0,3814,11,0,174,14,82,0,0,0,2,"8,5",0,"18,5","43,75",0,"0,5","101,5",0,"0,25",694,0,0,2,0,46,5,0,2614,"4,5",689,14322,"29,5",0,"3364,5",11,13835,301,0,4027,"23,25",0,0,"9,5",11,0,96,0,0,"135,5","0,75",0,"81,5",0,7,126,0,0
lijnwaad (grijze overtrekken/tafellakens),toilettes de lin grises,stuk,101,"6,25","2,5",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,25","2,5",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neteldoek,mousselinne,el,101,739460,206842,2543392,287414,15683,1346574,27051,207,0,83436,14,0,32614,1827,9976,9894,14,0,2462,0,0,8863,318,0,3073,505,0,18588,66,28,1343,80,0,609,12426,0,15,1517,0,183893,171479,0,60,959,21,0,0,1178112,42,1276,498,9868,309,28,"3286,5",63,374,47061,65,5396,"8015,5",0,2385,11872,34,0
katoen (wit),toile de coton blanc,stuk,101,33646,430,148394,0,356,148170,0,0,0,0,0,0,0,22,200,0,0,0,0,0,0,33644,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,3,0,0,0,24,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
katoen (wit),toile de coton blanc,el,101,"2935595,5",648794,45,431566,0,45,956,6,0,159480,0,0,1081051,0,0,285444,0,0,1018,0,0,231784,0,0,146629,0,0,101783,0,0,0,0,0,4041,530,0,0,0,0,485530,647947,0,30,0,0,0,0,0,0,195,0,5947,116,0,"42,5",0,0,0,0,0,0,0,0,294,0,0
"katoen (geverfd, gekamd en bedrukt)","toile de coton peinte, peigne et imprimé",el,101,"1216114,75",1235932,"1961111,5",436100,161534,1331031,48373,1138,0,160309,21344,2240,112404,80500,14905,18111,45,0,3441,"182,5",0,21663,22814,0,29942,4952,0,29517,56,3426,1059,29,0,1423,33329,0,5074,7875,4514,63006,816455,112,"4521,25",24026,0,0,6334,589065,101,"46954,5",314,"38774,5",6721,88,"27985,5",339,279,85427,37,1290,"57980,5",34,"13841,5",70903,1233,6
katoen (gestikt),toille de coton picquée,gulden,101,9955,502,1488,3448,272,813,1406,0,0,2785,0,0,126,0,675,0,0,0,0,0,0,0,0,0,12,15,0,213,0,0,0,0,0,0,0,0,0,0,0,1015,200,0,143,0,0,0,0,0,8,0,0,67,0,0,62,15,0,389,0,0,25,0,0,256,0,0
lijnwaad (voor tafellakens en servetten),toile pour nappes et serviettes,stuk,102,421,"7256,5","34,5",0,"10,5",14,0,0,0,0,0,0,86,4072,0,0,0,0,0,0,0,0,22,0,0,"437,5",0,0,267,0,0,0,0,0,0,0,0,"2397,5",2,0,0,0,0,0,0,18,30,"17,5",0,5,0,0,0,0,0,0,0,10,15,1,0,0,0,307,0,0
lijnwaad (voor tafellakens en servetten),toile pour nappes et serviettes,el,102,7344,3145,21919,58,605,0,76,6,0,471,0,0,59,0,0,0,10,0,0,0,0,0,0,0,0,82,0,0,0,0,8,0,0,0,90,21901,0,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,7,0,100,839,0,0,0,0,6548,36,0
lijnwaad (wit),toile de lin blanche,stuk,102,1290,"169357,38",12181,0,"5210,25",11695,0,230,0,571,43,350,0,1,0,0,18,0,0,"247,38",0,422,86849,0,0,"18595,25",0,0,"1616,5",0,0,1,0,3,9694,0,0,"46724,5",0,0,6,0,0,"50,5",0,0,0,136,10,3,0,0,2,0,0,58,0,0,0,0,0,0,0,284,8,0
lijnwaad (wit),toile de lin blanche,el,102,490101,3259380,106389,13689,1127,140,"63230,75","736,5",0,"4759,5",543,0,"9425,5",0,1085,2016,121,0,66,73,0,"66,25",3202,0,1244,480,0,2046,0,0,587,995,0,0,56640,220,0,22083,0,790,389803,0,56,2730401,0,0,2342,6740,77,2598,82,1403,"7606,5","8,5",2407,16392,190,95067,7844,71401,17216,6029,23302,275955,10364,"3320,5"
lijnwaad (grijs),toile de lin grise,stuk,102,"27,5","14363,5",760,0,82,0,0,30,0,4,74,350,0,67,0,0,0,0,1,"349,25",0,5,"1711,25",0,"8,5","2173,5",0,0,12,0,2,272,0,0,0,0,0,9454,22,0,0,0,0,0,0,0,0,280,1,"5,5",0,0,0,0,0,60,0,0,4,108,0,0,0,6,69,0
lijnwaad (grijs),toile de lin grise,el,102,121394,1403416,84766,0,62,0,470,143,0,0,401,0,24,30,0,0,0,0,30,541,0,40,30022,0,154,52510,0,6,0,0,0,2504,0,"23,5",221655,15993,0,108843,0,1685,744287,0,"133,5",115516,0,0,1949,636,95,2465,238,107,2564,0,6140,45229,41,2574,11297,26218,25132,61275,41492,84780,2123,148
lijnwaad (geverfd),toile de lin teinte,stuk,102,203,"1976,75",3311,159,"196,5",3288,0,0,0,0,1,0,0,0,0,0,0,0,0,"165,25",0,0,1374,0,0,180,0,0,0,0,0,0,0,0,0,0,0,"53,5",23,0,0,0,0,2,0,0,0,0,0,2,0,0,"2,5",0,0,0,0,0,0,0,0,0,0,44,0,0
lijnwaad (geverfd),toile de lin teinte,el,102,46828,171413,5996,1105,0,44,3320,0,5025,5297,0,24,31,0,0,975,106,0,33,9,0,67,131634,0,380,2066,0,620,1603,726,61,0,0,12,156,53,0,1360,0,1498,14060,0,200,10796,0,0,84,0,0,1610,0,1076,7129,0,2669,384,124,1554,160,0,3834,0,0,24095,256,0
"lijnwaad (gestreept, lei-blauw en geruit)","toile rayée, ardoisée et rayonnée",stuk,103,,"4136,75",420,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,"3084,75",0,0,0,0,0,0,0,0,0,0,0,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lijnwaad (gestreept, lei-blauw en geruit)","toile rayée, ardoisée et rayonnée",el,103,"3209,5",8708,2960,0,0,0,0,0,0,0,18,0,0,0,2960,0,0,0,5,0,0,9,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,84,7937,0,0,0,0,0,0,0,0,0,0,"736,5",0,0,2375,0,0,0,0,0,0,0,0
weefsels van hennep,toile d'etouppes et de chanvre,stuk,103,2,6,76,0,0,76,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weefsels van hennep,toile d'etouppes et de chanvre,el,103,"200852,5",17750,45192,0,0,0,16,210,0,0,24,0,50,0,0,2000,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,44,0,0,60,0,0,6186,0,0,0,0,0,0,265,0,132,917,"63,5",3212,0,1379,3604,0,196412,3854,44010,228,0,0,704,40,0
zeildoek,cannevas  ,stuk,103,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zeildoek,cannevas  ,el,103,8925,,145,0,0,145,0,0,0,0,0,0,0,0,0,7372,0,0,0,0,0,200,0,0,0,0,0,1053,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tijk,coutils,stuk,103,62,"34944,33","379,5",0,95,0,0,146,0,6,32008,0,0,1874,30,0,0,0,0,8,0,0,"490,33",0,0,"118,5",0,0,97,0,0,0,0,0,19,0,0,"44,5",2,0,24,0,0,0,0,0,0,"53,5",0,0,0,0,0,0,2,20,0,0,0,0,19,0,294,35,0,0
tijk,coutils,el,103,7329,4035,538,0,10,0,0,0,0,0,305,0,0,0,0,0,0,0,0,19,0,22,0,0,0,12,0,0,0,0,0,0,0,0,63,0,0,22,0,0,3466,0,0,0,0,0,0,0,0,0,0,25,0,0,106,0,0,3006,50,16,1060,80,522,3110,8,0
nanking,toile de nanquin,stuk,104,1377,506,9157,0,160,5700,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,1120,0,0,0,6,0,0,0,120,0,0,0,0,15,0,0,8,0,0,50,0,0,10,0,0,300,2646,0,10,0,0,0,0,30,0,0,113,1,100,83,0,15,31,0,1
nanking,toile de nanquin,el,104,26031,4136,53297,3537,0,0,65,6,0,0,0,0,4831,0,53297,0,0,0,21,0,0,6,0,0,1368,0,0,80,0,0,0,0,0,0,0,0,0,0,0,10332,4116,0,0,14,0,0,0,0,0,0,0,35,0,0,277,0,0,373,0,0,228,0,0,4878,0,0
lijnwaad (voor sits),toile pour sits,el,104,,3602,,0,20,0,0,0,0,0,0,0,0,3582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lijnwaad (gegomd & geglansd, zwart gegomd)","toile cirée et lustrée, noir",el,104,17045,7214,8541,0,147,1386,0,0,0,0,70,0,343,0,0,671,0,0,6,0,0,0,5,0,0,196,0,0,0,0,0,0,0,250,0,0,12,252,0,60,1910,0,7,3461,0,0,0,0,0,147,0,0,704,0,140,320,0,9795,0,373,612,2,6782,5149,0,0
wasdoek en geglansd doek,toile cirée et lustrée,el,104,"45041,75","32338,5",7638,1948,7,6531,"12728,25",63,0,27548,14,0,0,29820,0,0,0,0,0,0,0,0,965,0,13,441,0,"15,5",273,0,14,0,0,448,63,0,4,0,0,406,325,0,0,346,0,0,0,42,0,0,0,11,20,5,6,"1,5",0,44,0,0,0,0,1060,1856,0,0
zeefdoek,toile à tamis,gulden,104,5280,250,136,2450,38,0,167,4,0,415,0,0,0,0,0,40,0,0,0,36,0,198,0,0,0,38,0,294,15,0,0,0,0,145,140,0,805,15,0,353,104,136,349,0,0,40,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meubelstof,toile pour ameublement,gulden,104,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tafellinnnen,services de table,stuk,104,,1642,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,10,0,0,1601,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
servetten (gepikeerd),serviettes découppées,aantal,105,359,2931,96,0,0,0,0,24,0,94,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,0,0,600,0,0,36,0,0,24,0,0,0,60,8,528,0,224,369,24,0,0,0,33,222,12,0,0,0,0,0,0
zakdoeken (gepikeerd katoen),mouchoirs de cotton découppés,aantal,105,67168,14025,39619,0,100,113,13163,203,0,3629,313,0,100,0,0,0,0,0,0,769,0,810,0,0,0,608,0,2,18,38,0,84,0,340,1461,0,0,42,33956,0,0,0,9,101,0,0,0,134,0,198,0,0,0,0,4467,238,32,24483,9696,209,9463,0,5126,10702,194,11
zakdoeken (gepikeerd linnen en katoen),mouchoirs de fil et cotton découppés,aantal,105,5811,9355,1049,0,0,0,212,360,0,55,49,0,0,0,0,10,14,0,0,778,0,66,127,0,0,0,0,0,52,0,0,0,0,0,3571,0,0,996,0,0,0,0,0,254,0,0,0,150,0,1061,12,0,180,0,396,344,17,4011,1563,27,1059,6,843,2,0,0
zakdoeken (gekipeerd lijnwaad),mouchoirs de toile découppés,aantal,105,11511,306,505,0,0,0,2845,70,0,276,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,41,0,0,0,0,0,0,0,0,6,0,480,6,136,6314,0,0,643,0,369,563,25,0
linnen zakken,sacs de toile,aantal,105,74,789,600,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,727,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,600,0,0,0,0,0,0
lijnwaad (bewerkt),toile ouvré,gulden,105,3870,25592,2947,444,5259,0,127,17,0,431,113,0,77,0,270,0,0,0,0,108,0,18,7284,0,0,9578,0,0,20,0,0,1000,0,0,26,0,10,395,0,61,377,0,14,247,0,0,0,2350,25,61,117,470,527,56,595,86,15,1496,479,51,76,15,18,26,0,70
turf,tourbes,ton,105,"8495,9","4470,2",72,0,0,0,0,0,0,"21,2",890,0,3,13,0,8360,6,0,"41,8","418,4",0,"67,5",0,0,0,"4,8",0,0,0,0,0,1896,0,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,4","230,4",0,0,0,0,0,"153,6",72,0,0,0
vermicelli,vermicheli,pond,106,3256,70,,1361,10,0,0,0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,24,0,0,16,0,0,70,60,0,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vernis,vernis,gulden,106,691,331,67,140,140,7,32,0,0,0,54,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,28,0,0,0,0,49,7,0,0,77,0,11,116,0,0,9,130,0,23,0,0,3,0,0
vensterglas (frans en duits),"verres à vitres de France, d'Allemagne et autres",kisten,106,"79,79",1556,"167,5",0,"917,5",0,"0,13","0,33",0,0,"1,75",0,0,"259,5",0,0,0,0,0,0,0,0,"2,5",0,0,18,0,0,3,0,0,0,0,0,"0,33",0,1,0,0,"0,5",0,0,12,0,0,0,"7,67",0,0,"138,75",0,6,"128,5","40,5",6,"65,5",0,10,0,13,0,"12,67",14,"44,17",0,100
